municipio,target,epi_year,epi_week,familia,prob_alerta_proxima_janela,limiar_operacional,acima_limiar,faixa_predita,drivers,tipo_sinal,acao_sugerida,metodo,modelo_versao,risco_composto,positividade,tests,banda_absoluta,percentil_estadual,banda_percentil,banda_risco,criterio_banda,legenda_banda
CUIABA,infec_o_coloniza_o_pesquisa_de_carbapenemases,2026,29,outros,0.8158,0.2,True,muito_alto,cnes_leitos_total=6.2e+04 (imp=0.0448); cnes_estabelecimentos=5.25e+04 (imp=0.0222); cnes_equipes_esf=3.31e+03 (imp=0.0431); positividade_ma8=0.667 (imp=0.369); tests_ma8=1.33 (imp=0.0755),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.1349,1.0,1,Alto,100.0,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CUIABA,citomegalov_rus_citomegalov_rus_igg,2026,22,outros,0.8046,0.2,True,muito_alto,cnes_leitos_total=6.2e+04 (imp=0.0448); cnes_estabelecimentos=5.25e+04 (imp=0.0222); cnes_equipes_esf=3.31e+03 (imp=0.0431); positividade_ma8=1 (imp=0.369); tests_ma8=1.25 (imp=0.0755),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.0,1.0,1,Alto,99.9,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CACERES,chikungunya,2026,17,arbovirose,0.8044,0.25,True,muito_alto,cnes_estabelecimentos=6.3e+03 (imp=0.0105); tests_ma8=66.4 (imp=0.47); cnes_equipes_esf=422 (imp=0.00844); tests_trend=64.6 (imp=0.0162); tests=3 (imp=0.0116),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.0108,0.0,3,Alto,99.9,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
VILA RICA,hepatite_b_hbv,2026,28,hepatite,0.8031,0.6,True,muito_alto,cnes_estabelecimentos=931 (imp=0.00855); cnes_equipes_esf=168 (imp=0.0122); cnes_leitos_total=504 (imp=0.00207); positividade_ma8=1 (imp=0.617); tests_ma8=2.38 (imp=0.174),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.3501,1.0,3,Alto,92.3,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
COLNIZA,hepatite_b_hbv,2026,30,hepatite,0.7979,0.6,True,muito_alto,cnes_estabelecimentos=962 (imp=0.00855); cnes_equipes_esf=192 (imp=0.0122); cnes_leitos_total=864 (imp=0.00207); tests_ma8=8.12 (imp=0.174); positividade_ma8=0.721 (imp=0.617),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.2929,1.0,1,Alto,92.1,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PORTO ALEGRE DO NORTE,hepatite_b_hbv,2026,30,hepatite,0.7977,0.6,True,muito_alto,cnes_estabelecimentos=343 (imp=0.00855); cnes_equipes_esf=120 (imp=0.0122); cnes_leitos_total=432 (imp=0.00207); tests_ma8=2.5 (imp=0.174); positividade_ma8=0.625 (imp=0.617),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.2405,1.0,1,Alto,91.8,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CUIABA,tuberculose,2026,30,tuberculose,0.7953,0.2,True,muito_alto,cnes_estabelecimentos=5.25e+04 (imp=0.0238); cnes_equipes_esf=3.31e+03 (imp=0.176); tests=69 (imp=0.324); tests_ma8=118 (imp=0.0896); tests_trend=-10.1 (imp=0.0291),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.1167,0.0579710144927536,69,Alto,100.0,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
ALTO BOA VISTA,hepatite_b_hbv,2026,17,hepatite,0.7951,0.6,True,muito_alto,cnes_estabelecimentos=468 (imp=0.00855); cnes_equipes_esf=72 (imp=0.0122); positividade_ma8=0.571 (imp=0.617); tests_ma8=1.86 (imp=0.174); indice_vulnerabilidade=1.98 (imp=0.0453),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.3075,1.0,1,Alto,91.6,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
VARZEA GRANDE,toxoplasmose_citomegalov_rus_igg,2026,30,outros,0.7908,0.2,True,muito_alto,cnes_leitos_total=1.51e+04 (imp=0.0448); cnes_estabelecimentos=6.79e+03 (imp=0.0222); cnes_equipes_esf=3.05e+03 (imp=0.0431); tests_ma8=5.38 (imp=0.0755); positividade_ma8=0.846 (imp=0.369),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,1.3468,0.8823529411764706,17,Alto,99.9,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CUIABA,toxoplasmose_citomegalov_rus_igg,2026,30,outros,0.7869,0.2,True,muito_alto,cnes_leitos_total=6.2e+04 (imp=0.0448); cnes_estabelecimentos=5.25e+04 (imp=0.0222); cnes_equipes_esf=3.31e+03 (imp=0.0431); positividade_ma8=0.625 (imp=0.369); tests_ma8=1.38 (imp=0.0755),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.6364,1.0,2,Alto,99.9,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CUIABA,infec_o_coloniza_o_cultura_para_fungos,2026,28,outros,0.7627,0.2,True,muito_alto,cnes_leitos_total=6.2e+04 (imp=0.0448); cnes_estabelecimentos=5.25e+04 (imp=0.0222); cnes_equipes_esf=3.31e+03 (imp=0.0431); positividade_ma8=0.875 (imp=0.369); tests_ma8=1.12 (imp=0.0755),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.0943,1.0,1,Alto,99.8,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOVO MUNDO,hepatite_b_hbv,2026,28,hepatite,0.7509,0.6,True,muito_alto,cnes_estabelecimentos=301 (imp=0.00855); cnes_equipes_esf=96 (imp=0.0122); positividade_ma8=0.75 (imp=0.617); tests_ma8=2 (imp=0.174); positividade=1 (imp=0.0268),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.1471,1.0,1,Alto,91.3,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
TABAPORA,hepatite_b_hbv,2025,51,hepatite,0.731,0.6,True,muito_alto,cnes_estabelecimentos=571 (imp=0.00855); cnes_equipes_esf=96 (imp=0.0122); cnes_leitos_total=342 (imp=0.00207); tests_ma8=2.75 (imp=0.174); incidencia_100k=10.1 (imp=0.0325),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.2134,1.0,1,Alto,91.1,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
SANTA TEREZINHA,hepatite_b_hbv,2026,28,hepatite,0.7283,0.6,True,muito_alto,cnes_estabelecimentos=230 (imp=0.00855); cnes_leitos_total=431 (imp=0.00207); cnes_equipes_esf=72 (imp=0.0122); positividade_ma8=1 (imp=0.617); tests_ma8=1.75 (imp=0.174),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.4262,1.0,2,Alto,90.8,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
PONTES E LACERDA,hepatite_b_hbv,2026,29,hepatite,0.7282,0.6,True,muito_alto,cnes_estabelecimentos=2.85e+03 (imp=0.00855); cnes_leitos_total=2.14e+03 (imp=0.00207); cnes_equipes_esf=288 (imp=0.0122); tests_ma8=2.25 (imp=0.174); positividade_ma8=0.333 (imp=0.617),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.2387,0.5,6,Alto,90.6,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
VERA,zika,2025,35,arbovirose,0.726,0.25,True,muito_alto,tests_ma8=19.2 (imp=0.47); cnes_estabelecimentos=625 (imp=0.0105); incidencia_100k=46.5 (imp=0.0684); cnes_equipes_esf=72 (imp=0.00844); tests=24 (imp=0.0116),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,1.1969,0.2083333333333333,24,Alto,99.8,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
VARZEA GRANDE,tuberculose,2026,30,tuberculose,0.7209,0.2,True,muito_alto,cnes_equipes_esf=3.05e+03 (imp=0.176); cnes_estabelecimentos=6.79e+03 (imp=0.0238); tests=39 (imp=0.324); tests_ma8=44 (imp=0.0896); tests_trend=1 (imp=0.0291),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.2283,0.0769230769230769,39,Alto,99.9,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOVA BANDEIRANTES,hepatite_b_hbv,2026,25,hepatite,0.6969,0.6,True,muito_alto,cnes_estabelecimentos=706 (imp=0.00855); cnes_equipes_esf=132 (imp=0.0122); cnes_leitos_total=336 (imp=0.00207); positividade_ma8=1 (imp=0.617); tests_ma8=1.88 (imp=0.174),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.7725,1.0,3,Alto,90.3,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOVA SANTA HELENA,hepatite_b_hbv,2026,28,hepatite,0.6968,0.6,True,muito_alto,cnes_estabelecimentos=193 (imp=0.00855); cnes_equipes_esf=53 (imp=0.0122); positividade_ma8=1 (imp=0.617); tests_ma8=1.62 (imp=0.174); positividade=1 (imp=0.0268),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.2505,1.0,1,Alto,90.1,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CAMPO VERDE,hepatite_b_hbv,2026,29,hepatite,0.6842,0.6,True,muito_alto,cnes_estabelecimentos=2.51e+03 (imp=0.00855); cnes_equipes_esf=336 (imp=0.0122); cnes_leitos_total=1.87e+03 (imp=0.00207); positividade_ma8=1 (imp=0.617); tests_ma8=1.62 (imp=0.174),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.1986,1.0,2,Alto,89.9,Alto,Alto,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
BARRA DO GARCAS,hepatite_b_hbv,2026,30,hepatite,0.6785,0.6,True,muito_alto,cnes_estabelecimentos=5.93e+03 (imp=0.00855); cnes_leitos_total=3.32e+03 (imp=0.00207); cnes_equipes_esf=475 (imp=0.0122); positividade_ma8=1 (imp=0.617); tests_ma8=1.5 (imp=0.174),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.2313,1.0,1,Alto,89.6,Alto,Alto,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
DIAMANTINO,hepatite_b_hbv,2026,28,hepatite,0.6624,0.6,True,muito_alto,cnes_estabelecimentos=1.58e+03 (imp=0.00855); cnes_equipes_esf=237 (imp=0.0122); cnes_leitos_total=720 (imp=0.00207); positividade_ma8=1 (imp=0.617); tests_ma8=1.88 (imp=0.174),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.6628,1.0,4,Alto,89.4,Alto,Alto,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CANABRAVA DO NORTE,hepatite_b_hbv,2026,22,hepatite,0.6599,0.6,True,muito_alto,cnes_estabelecimentos=393 (imp=0.00855); cnes_equipes_esf=62 (imp=0.0122); positividade_ma8=1 (imp=0.617); tests_ma8=1.75 (imp=0.174); cnes_leitos_total=65 (imp=0.00207),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.3513,1.0,1,Alto,89.1,Alto,Alto,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
MATUPA,hepatite_a,2025,31,hepatite,0.6581,0.6,True,muito_alto,cnes_estabelecimentos=1.2e+03 (imp=0.00855); cnes_leitos_total=928 (imp=0.00207); cnes_equipes_esf=144 (imp=0.0122); tests_ma8=2.57 (imp=0.174); incidencia_100k=4.55 (imp=0.0325),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.7483,0.5,2,Alto,88.9,Alto,Alto,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
JACIARA,hepatite_b_hbv,2026,28,hepatite,0.6511,0.6,True,muito_alto,cnes_estabelecimentos=1.68e+03 (imp=0.00855); cnes_leitos_total=1.39e+03 (imp=0.00207); cnes_equipes_esf=192 (imp=0.0122); positividade_ma8=1 (imp=0.617); tests_ma8=1.38 (imp=0.174),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.2112,1.0,1,Alto,88.6,Alto,Alto,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
BARAO DE MELGACO,sars_cov_2,2026,18,respiratorio,0.6476,0.15,True,muito_alto,cnes_leitos_total=288 (imp=0.0492); cnes_estabelecimentos=262 (imp=0.0388); cnes_equipes_esf=72 (imp=0.00648); indice_vulnerabilidade=5.22 (imp=0.06); tests_ma8=1.2 (imp=0.152),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.5,0.0,1,Alto,100.0,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
VARZEA GRANDE,infec_o_coloniza_o_cultura_para_fungos,2026,28,outros,0.6188,0.2,True,muito_alto,cnes_leitos_total=1.51e+04 (imp=0.0448); cnes_estabelecimentos=6.79e+03 (imp=0.0222); cnes_equipes_esf=3.05e+03 (imp=0.0431); positividade_ma8=0.75 (imp=0.369); tests_ma8=1 (imp=0.0755),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.1155,1.0,1,Alto,99.8,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CANARANA,zika,2025,37,arbovirose,0.6109,0.25,True,muito_alto,cnes_estabelecimentos=1.94e+03 (imp=0.0105); cnes_equipes_esf=192 (imp=0.00844); tests_ma8=2.67 (imp=0.47); incidencia_100k=3.53 (imp=0.0684); n_eventos_climaticos=7 (imp=0.0221),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.8624,0.5,2,Alto,99.7,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CUIABA,htlv_htlv_i_ii_v_rus_linfotr_pico_humano_tipo_i_e_ii,2026,19,outros,0.6101,0.2,True,muito_alto,cnes_leitos_total=6.2e+04 (imp=0.0448); cnes_estabelecimentos=5.25e+04 (imp=0.0222); cnes_equipes_esf=3.31e+03 (imp=0.0431); positividade_ma8=0.25 (imp=0.369); tests_ma8=1.12 (imp=0.0755),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.3742,1.0,1,Alto,99.8,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CUIABA,hepatite_a,2026,29,hepatite,0.6059,0.6,True,muito_alto,cnes_estabelecimentos=5.25e+04 (imp=0.00855); cnes_leitos_total=6.2e+04 (imp=0.00207); cnes_equipes_esf=3.31e+03 (imp=0.0122); tests_ma8=2.75 (imp=0.174); positividade_ma8=0.406 (imp=0.617),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.4321,0.25,4,Alto,88.4,Alto,Alto,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
SANTO ANTONIO DO LEVERGER,hepatite_b_hbv,2026,29,hepatite,0.5837,0.6,False,muito_alto,cnes_estabelecimentos=362 (imp=0.00855); cnes_equipes_esf=144 (imp=0.0122); cnes_leitos_total=424 (imp=0.00207); positividade_ma8=0.792 (imp=0.617); tests_ma8=2.38 (imp=0.174),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,1.1735,0.1666666666666666,6,Moderado,88.1,Alto,Alto,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
COLIDER,doen_a_de_chagas_chagas_igg,2026,29,outros,0.5726,0.2,True,muito_alto,cnes_leitos_total=2.92e+03 (imp=0.0448); cnes_estabelecimentos=1.97e+03 (imp=0.0222); cnes_equipes_esf=192 (imp=0.0431); positividade_ma8=0.25 (imp=0.369); tests_ma8=1.12 (imp=0.0755),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.4,1.0,1,Alto,99.7,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOVA SANTA HELENA,chikungunya,2025,27,arbovirose,0.5713,0.25,True,muito_alto,tests_ma8=24.8 (imp=0.47); incidencia_100k=66.6 (imp=0.0684); cnes_estabelecimentos=193 (imp=0.0105); cnes_equipes_esf=53 (imp=0.00844); risco_composto=0.85 (imp=0.174),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.8504,0.5,6,Alto,99.7,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
AGUA BOA,hepatite_a,2026,30,hepatite,0.5694,0.6,False,muito_alto,cnes_estabelecimentos=2.22e+03 (imp=0.00855); cnes_leitos_total=2.17e+03 (imp=0.00207); cnes_equipes_esf=316 (imp=0.0122); tests_ma8=6 (imp=0.174); positividade_ma8=0.0625 (imp=0.617),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.469,0.5,2,Alto,87.9,Alto,Alto,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
ALTO PARAGUAI,hepatite_b_hbv,2026,28,hepatite,0.5675,0.6,False,muito_alto,cnes_estabelecimentos=293 (imp=0.00855); cnes_equipes_esf=93 (imp=0.0122); positividade_ma8=0.875 (imp=0.617); tests_ma8=1.38 (imp=0.174); positividade=1 (imp=0.0268),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.4589,1.0,1,Moderado,87.6,Alto,Alto,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
CUIABA,dengue,2026,30,arbovirose,0.5664,0.25,True,muito_alto,cnes_estabelecimentos=5.25e+04 (imp=0.0105); cnes_equipes_esf=3.31e+03 (imp=0.00844); tests_ma8=38.9 (imp=0.47); tests=99 (imp=0.0116); risco_composto=1.04 (imp=0.174),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,1.0377,0.0,99,Alto,99.6,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
POCONE,hepatite_b_hbv,2026,29,hepatite,0.5503,0.6,False,muito_alto,cnes_estabelecimentos=895 (imp=0.00855); cnes_leitos_total=1.31e+03 (imp=0.00207); cnes_equipes_esf=216 (imp=0.0122); tests_ma8=2.62 (imp=0.174); positividade_ma8=0.717 (imp=0.617),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,1.0034,0.1666666666666666,6,Moderado,87.4,Alto,Alto,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
NOVA MONTE VERDE,hepatite_b_hbv,2026,25,hepatite,0.5472,0.6,False,muito_alto,cnes_estabelecimentos=366 (imp=0.00855); cnes_equipes_esf=72 (imp=0.0122); cnes_leitos_total=312 (imp=0.00207); positividade_ma8=0.625 (imp=0.617); tests_ma8=1.5 (imp=0.174),predito,Acompanhar tendência semanal e reforçar coleta se houver sintoma clínico.,sklearn_gb_v2_familia,sklearn_v2,0.5627,1.0,2,Alto,87.1,Alto,Alto,ambos,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
BARAO DE MELGACO,influenza,2026,20,respiratorio,0.5444,0.15,True,muito_alto,positividade=0 (imp=0); positividade_trend=nan (imp=0.0318); indice_vulnerabilidade=5.22 (imp=0.06); risco_composto=0.5 (imp=0.208); tests=1 (imp=0.0709),predito,Priorizar monitoramento ativo e articulação com vigilância municipal.,sklearn_gb_v2_familia,sklearn_v2,0.5,0.0,1,Alto,99.8,Crítico,Crítico,percentil,Bandas combinam severidade absoluta (risco composto / positividade / limiar ML) e percentil estadual da probabilidade predita na família do agravo. A banda final é o maior entre absoluto e percentil.
