municipio,exames,tat_mediano_dias,tat_p90_dias,tat_lab_mediano_dias,logistica_mediana_dias,pct_liberado_48h,pct_liberado_48h_coleta,pct_liberado_7d,pct_liberado_14d,pct_rejeitado,backlog_estimado,pct_inconclusivo,pct_liberado,fonte,anos_referencia,interpretacao,volume_norm,backlog_norm,tat_p90_norm,rejeicao_norm,indice_pressao_rede,faixa_pressao,formula_pressao,sla_48h_fonte,sla_crise,tipo_sinal_sla,pct_liberado_48h_limiar_crise,tat_p90_limiar_crise,exames_ultima_se,exames_mediana_8se,razao_exames_vs_hist,silencio_gal_alerta,tipo_silencio_gal,silencio_gal_vs_vizinhos,exames_mediana_vizinhos,epi_year_ref,epi_week_ref,fonte_silencio,nota_silencio,silencio_sinan_territorial,silencio_gal_distinto_sinan,divergencia_gal_notif,tipo_divergencia,fonte_divergencia,exames_janela,notificacoes_janela,prioridade_emergencia,sinal,acao_sugerida,responsavel,prazo_acao,checklist_operacional,tipo_sinal_pressao,prob_pressao_alta_proxima_janela,limiar_pressao_predita,pressao_predita_acima_limiar,faixa_pressao_predita,drivers_pressao_predita,acao_pressao_predita,tipo_sinal_pressao_predita
MONTES CLAROS,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0593,0.3,False,baixa,tests_ma4=1.25 (imp=0.572); indice_pressao_proxy=11.1 (imp=0.0408); tests_ma8=2.38 (imp=0.149); confianca_dado=0.694 (imp=0.0391); tests_pct_estadual=0.193 (imp=0.106),Manter rotina de desempenho da rede laboratorial.,Predito
MOZARLANDIA,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0119,0.3,False,baixa,tests_ma4=1.5 (imp=0.572); indice_pressao_proxy=11 (imp=0.0408); tests_ma8=1.4 (imp=0.149); tests_pct_estadual=0.216 (imp=0.106); confianca_dado=0.5 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
MUNDO NOVO,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0594,0.3,False,baixa,tests_ma4=1.75 (imp=0.572); indice_pressao_proxy=11.4 (imp=0.0408); tests_ma8=2 (imp=0.149); confianca_dado=0.694 (imp=0.0391); tests_lag1=2 (imp=0.0135),Manter rotina de desempenho da rede laboratorial.,Predito
MURICILANDIA,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0111,0.3,False,baixa,tests=1 (imp=0.00238); tests_lag1=nan (imp=0.0135); tests_ma4=nan (imp=0.572); tests_ma8=nan (imp=0.149); tests_trend=nan (imp=0.00576),Manter rotina de desempenho da rede laboratorial.,Predito
NATAL,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0707,0.3,False,baixa,tests_ma4=3.33 (imp=0.572); tests_ma8=3.33 (imp=0.149); indice_pressao_proxy=10.9 (imp=0.0408); confianca_dado=0.694 (imp=0.0391); tests_lag1=2 (imp=0.0135),Manter rotina de desempenho da rede laboratorial.,Predito
NAVEGANTES,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,2.0,0.0,,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0169,0.3,False,baixa,tests=2 (imp=0.00238); tests_lag1=nan (imp=0.0135); tests_ma4=nan (imp=0.572); tests_ma8=nan (imp=0.149); tests_trend=nan (imp=0.00576),Manter rotina de desempenho da rede laboratorial.,Predito
NOVO HAMBURGO,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0201,0.3,False,baixa,tests_ma4=1 (imp=0.572); indice_pressao_proxy=12 (imp=0.0408); tests_ma8=1 (imp=0.149); tests_pct_estadual=0.289 (imp=0.106); confianca_dado=0.694 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
NOVO PROGRESSO,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.1846,0.3,False,baixa,tests_ma4=3.5 (imp=0.572); indice_pressao_proxy=14.5 (imp=0.0408); tests_ma8=2.62 (imp=0.149); tests_pct_estadual=0.759 (imp=0.106); confianca_dado=0.781 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
OLIVENCA,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0158,0.3,False,baixa,tests_ma4=1 (imp=0.572); confianca_dado=0.694 (imp=0.0391); tests_pct_estadual=0.189 (imp=0.106); tests_lag1=1 (imp=0.0135); tests=1 (imp=0.00238),Manter rotina de desempenho da rede laboratorial.,Predito
OURO PRETO DO OESTE,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0169,0.3,False,baixa,tests_ma4=1 (imp=0.572); indice_pressao_proxy=11.4 (imp=0.0408); tests_ma8=1.12 (imp=0.149); confianca_dado=0.694 (imp=0.0391); tests_pct_estadual=0.216 (imp=0.106),Manter rotina de desempenho da rede laboratorial.,Predito
PALMAS,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0187,0.3,False,baixa,tests_ma4=1.25 (imp=0.572); indice_pressao_proxy=11 (imp=0.0408); tests_ma8=1.5 (imp=0.149); tests_pct_estadual=0.257 (imp=0.106); confianca_dado=0.694 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
PALMEIRAS DE GOIAS,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0744,0.3,False,baixa,tests_ma4=2 (imp=0.572); indice_pressao_proxy=11 (imp=0.0408); tests_ma8=2.29 (imp=0.149); tests_pct_estadual=0.257 (imp=0.106); confianca_dado=0.694 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
PALMITAL,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0187,0.3,False,baixa,tests=1 (imp=0.00238); tests_lag1=nan (imp=0.0135); tests_ma4=nan (imp=0.572); tests_ma8=nan (imp=0.149); tests_trend=nan (imp=0.00576),Manter rotina de desempenho da rede laboratorial.,Predito
PARAGOMINAS,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0187,0.3,False,baixa,tests_ma4=1.25 (imp=0.572); indice_pressao_proxy=11 (imp=0.0408); tests_ma8=1.62 (imp=0.149); tests_pct_estadual=0.257 (imp=0.106); confianca_dado=0.694 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
PARAISO DAS AGUAS,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0158,0.3,False,baixa,tests=1 (imp=0.00238); tests_lag1=nan (imp=0.0135); tests_ma4=nan (imp=0.572); tests_ma8=nan (imp=0.149); tests_trend=nan (imp=0.00576),Manter rotina de desempenho da rede laboratorial.,Predito
PARAUAPEBAS,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,2.0,1.5,1.333,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0285,0.3,False,baixa,tests_ma4=2 (imp=0.572); indice_pressao_proxy=10.9 (imp=0.0408); tests_ma8=1.62 (imp=0.149); tests_pct_estadual=0.346 (imp=0.106); confianca_dado=0.825 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
PARECIS,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0171,0.3,False,baixa,tests_ma4=4 (imp=0.572); tests_lag1=7 (imp=0.0135); confianca_dado=0.694 (imp=0.0391); tests_pct_estadual=0.193 (imp=0.106); tests=1 (imp=0.00238),Manter rotina de desempenho da rede laboratorial.,Predito
PASSO FUNDO,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0556,0.3,False,baixa,tests_ma4=2 (imp=0.572); indice_pressao_proxy=11.1 (imp=0.0408); tests_ma8=2 (imp=0.149); confianca_dado=0.694 (imp=0.0391); tests_lag1=2 (imp=0.0135),Manter rotina de desempenho da rede laboratorial.,Predito
PAU D''ARCO,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0158,0.3,False,baixa,tests=1 (imp=0.00238); tests_lag1=nan (imp=0.0135); tests_ma4=nan (imp=0.572); tests_ma8=nan (imp=0.149); tests_trend=nan (imp=0.00576),Manter rotina de desempenho da rede laboratorial.,Predito
PAULICEIA,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0168,0.3,False,baixa,tests_ma4=1.75 (imp=0.572); indice_pressao_proxy=10.7 (imp=0.0408); tests_ma8=1.75 (imp=0.149); confianca_dado=0.694 (imp=0.0391); tests_pct_estadual=0.195 (imp=0.106),Manter rotina de desempenho da rede laboratorial.,Predito
PAULINO NEVES,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0158,0.3,False,baixa,tests=1 (imp=0.00238); tests_lag1=nan (imp=0.0135); tests_ma4=nan (imp=0.572); tests_ma8=nan (imp=0.149); tests_trend=nan (imp=0.00576),Manter rotina de desempenho da rede laboratorial.,Predito
PEDRO DO ROSARIO,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,0.0,1.0,0.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0201,0.3,False,baixa,tests_ma4=1 (imp=0.572); indice_pressao_proxy=12 (imp=0.0408); tests_ma8=1 (imp=0.149); tests_pct_estadual=0.289 (imp=0.106); confianca_dado=0.694 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
PEDRO GOMES,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,4.0,1.0,4.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0932,0.3,False,baixa,tests_ma4=2 (imp=0.572); indice_pressao_proxy=11.8 (imp=0.0408); tests_ma8=2 (imp=0.149); tests_pct_estadual=0.556 (imp=0.106); confianca_dado=0.781 (imp=0.0391),Manter rotina de desempenho da rede laboratorial.,Predito
PETROLINA,,,,,,,,,,,,,,,,,,,,,,,"indice_pressao_rede = 100 × clip( 0,30·volume_norm + 0,30·backlog_norm + 0,25·tat_p90_norm + 0,15·rejeicao_norm ; 0–1 ). volume_norm = exames/p95(exames); backlog_norm = backlog/max(exames,1) limitado a 1; tat_p90_norm = min(tat_p90/14, 2)/2; rejeicao_norm = min(pct_rejeitado/0,05, 2)/2.",,False,,,,1.0,1.0,1.0,False,estavel,False,0.0,2026.0,30.0,gal_weekly_vs_historico,Alerta de silêncio GAL (exames) — distinto do silêncio SINAN/territorial em municipios_silenciosos.,False,False,False,,,,,MONITORAMENTO,padrao,Acompanhar indicadores e reavaliar na próxima janela epidemiológica.,Vigilância municipal,próxima SE,1) Acompanhar indicadores; 2) Reavaliar na próxima janela epidemiológica,Derivado,0.0168,0.3,False,baixa,tests_ma4=1.5 (imp=0.572); indice_pressao_proxy=10.4 (imp=0.0408); tests_ma8=1.5 (imp=0.149); confianca_dado=0.694 (imp=0.0391); tests_pct_estadual=0.128 (imp=0.106),Manter rotina de desempenho da rede laboratorial.,Predito
